Model	Marker1	Marker2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
aa*bb_vs_other	rs4742386	rs8248246	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs4742386	rs8793423	7	43	8	42	0.854651	0.284514	2.567288	0	1
aa*bb_vs_other	rs4742386	rs9338600	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*bb_vs_other	rs4742386	rs9883777	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
aa*bb_vs_other	rs4742386	rs10428954	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs4742386	rs10974131	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs4742386	rs11519308	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs4742386	rs12064485	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs4742386	rs12609662	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs4742386	rs13154839	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs4742386	rs13700016	14	36	25	25	0.388889	0.169622	0.891599	4.203447	0.040342
aa*bb_vs_other	rs4742386	rs14245193	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs4742386	rs14790370	10	40	21	29	0.345238	0.141496	0.842353	4.675082	0.030603
aa*bb_vs_other	rs2857639	rs1495031	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs1510480	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs7746156	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs1945975	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs966367	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs2857639	rs877309	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs4331560	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs10796216	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs1040870	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs10936224	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs2857639	rs213028	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs2857639	rs654498	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs2857639	rs13369115	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2857639	rs10033147	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs3936238	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs2857639	rs1520670	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs6991394	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs2857639	rs2208123	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs2857639	rs10774834	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs2857639	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2857639	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2857639	rs5987737	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs715359	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs2857639	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2857639	rs1414097	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2857639	rs10882854	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs2857639	rs10846239	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs6471533	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs5381179	9	41	16	34	0.466463	0.183185	1.187804	1.92	0.165857
aa*bb_vs_other	rs2857639	rs4836002	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2857639	rs3745648	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs3200471	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs2655294	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs2857639	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs2857639	rs1564940	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs2857639	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs2857639	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs2857639	rs70591	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs2857639	rs615768	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs2857639	rs1160945	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs2857639	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs2857639	rs2251299	3	47	5	45	0.574468	0.12965	2.545428	0.13587	0.712422
aa*bb_vs_other	rs2857639	rs2796476	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs2857639	rs3341653	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs2857639	rs3886830	7	43	6	44	1.193798	0.37102	3.841176	0	1
aa*bb_vs_other	rs2857639	rs4432007	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs2857639	rs4977184	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs2857639	rs5522361	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2857639	rs6067538	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2857639	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2857639	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2857639	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2857639	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2857639	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2857639	rs9338600	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
aa*bb_vs_other	rs2857639	rs9883777	3	47	7	43	0.392097	0.095312	1.613028	1	0.317311
aa*bb_vs_other	rs2857639	rs10428954	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2857639	rs10974131	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2857639	rs11519308	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2857639	rs12064485	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2857639	rs12609662	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2857639	rs13154839	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2857639	rs13700016	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs2857639	rs14245193	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs2857639	rs14790370	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs1495031	rs1510480	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs7746156	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs1945975	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs966367	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs1495031	rs877309	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs4331560	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs10796216	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs1040870	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs10936224	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs1495031	rs213028	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs1495031	rs654498	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs1495031	rs13369115	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1495031	rs10033147	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs3936238	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs1495031	rs1520670	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs6991394	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs1495031	rs2208123	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs1495031	rs10774834	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs1495031	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1495031	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1495031	rs5987737	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs715359	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs1495031	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1495031	rs1414097	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1495031	rs10882854	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs1495031	rs10846239	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs6471533	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs5381179	9	41	16	34	0.466463	0.183185	1.187804	1.92	0.165857
aa*bb_vs_other	rs1495031	rs4836002	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1495031	rs3745648	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs3200471	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs2655294	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1495031	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1495031	rs1564940	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs1495031	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1495031	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1495031	rs70591	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1495031	rs615768	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1495031	rs1160945	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1495031	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs1495031	rs2251299	3	47	5	45	0.574468	0.12965	2.545428	0.13587	0.712422
aa*bb_vs_other	rs1495031	rs2796476	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs1495031	rs3341653	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs1495031	rs3886830	7	43	6	44	1.193798	0.37102	3.841176	0	1
aa*bb_vs_other	rs1495031	rs4432007	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs1495031	rs4977184	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs1495031	rs5522361	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1495031	rs6067538	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1495031	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1495031	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1495031	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1495031	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1495031	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1495031	rs9338600	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
aa*bb_vs_other	rs1495031	rs9883777	3	47	7	43	0.392097	0.095312	1.613028	1	0.317311
aa*bb_vs_other	rs1495031	rs10428954	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1495031	rs10974131	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1495031	rs11519308	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1495031	rs12064485	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1495031	rs12609662	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1495031	rs13154839	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1495031	rs13700016	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs1495031	rs14245193	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1495031	rs14790370	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs1510480	rs7746156	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs1945975	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs966367	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs1510480	rs877309	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs4331560	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs10796216	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs1040870	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs10936224	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs1510480	rs213028	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs1510480	rs654498	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs1510480	rs13369115	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1510480	rs10033147	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs3936238	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs1510480	rs1520670	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs6991394	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs1510480	rs2208123	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs1510480	rs10774834	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs1510480	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1510480	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1510480	rs5987737	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs715359	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs1510480	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1510480	rs1414097	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1510480	rs10882854	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs1510480	rs10846239	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs6471533	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs5381179	9	41	16	34	0.466463	0.183185	1.187804	1.92	0.165857
aa*bb_vs_other	rs1510480	rs4836002	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1510480	rs3745648	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs3200471	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs2655294	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1510480	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1510480	rs1564940	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs1510480	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1510480	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1510480	rs70591	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1510480	rs615768	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1510480	rs1160945	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1510480	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs1510480	rs2251299	3	47	5	45	0.574468	0.12965	2.545428	0.13587	0.712422
aa*bb_vs_other	rs1510480	rs2796476	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs1510480	rs3341653	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs1510480	rs3886830	7	43	6	44	1.193798	0.37102	3.841176	0	1
aa*bb_vs_other	rs1510480	rs4432007	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs1510480	rs4977184	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs1510480	rs5522361	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1510480	rs6067538	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1510480	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1510480	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1510480	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1510480	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1510480	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs1510480	rs9338600	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
aa*bb_vs_other	rs1510480	rs9883777	3	47	7	43	0.392097	0.095312	1.613028	1	0.317311
aa*bb_vs_other	rs1510480	rs10428954	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1510480	rs10974131	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1510480	rs11519308	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1510480	rs12064485	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1510480	rs12609662	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1510480	rs13154839	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1510480	rs13700016	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs1510480	rs14245193	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs1510480	rs14790370	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs7746156	rs1945975	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs966367	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs7746156	rs877309	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs4331560	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs10796216	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs1040870	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs10936224	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs7746156	rs213028	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs7746156	rs654498	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs7746156	rs13369115	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs7746156	rs10033147	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs3936238	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs7746156	rs1520670	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs6991394	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs7746156	rs2208123	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs7746156	rs10774834	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs7746156	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs7746156	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs7746156	rs5987737	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs715359	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs7746156	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs7746156	rs1414097	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs7746156	rs10882854	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs7746156	rs10846239	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs6471533	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs5381179	9	41	16	34	0.466463	0.183185	1.187804	1.92	0.165857
aa*bb_vs_other	rs7746156	rs4836002	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs7746156	rs3745648	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs3200471	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs2655294	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs7746156	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs7746156	rs1564940	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs7746156	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs7746156	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs7746156	rs70591	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs7746156	rs615768	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs7746156	rs1160945	4	46	5	45	0.782609	0.197374	3.103133	0	1
